;artistNameInaja;trackNameInaja;msPlayed;date
5650;Francisco, el Hombre;Calor da Rua;201360;2021-07-04
5651;Francisco, el Hombre;Bolso Nada;266746;2021-07-04
5652;Francisco, el Hombre;Roda Viva (Original Soundtrack);236146;2021-07-04
5653;Francisco, el Hombre;Vou pra Cima;217293;2021-07-04
5654;Francisco, el Hombre;Tá Com Dólar, Tá Com Deus;171480;2021-07-04
5655;Francisco, el Hombre;Como una Flor;239120;2021-07-04
5656;Francisco, el Hombre;Cai;267120;2021-07-04
5657;Francisco, el Hombre;CHAMA ADRENALINA :: gasolina;150698;2021-07-04
5658;Francisco, el Hombre;CHÃO TETO PAREDE :: pegando fogo;203074;2021-07-04
5659;Marisa Monte;Em Qualquer Tom;142943;2021-07-04
5660;Marisa Monte;Espaçonaves;159840;2021-07-04
5661;Marisa Monte;Fazendo Cena;191733;2021-07-04
5662;Marisa Monte;Sal;171066;2021-07-04
5663;Marisa Monte;Vagalumes;138438;2021-07-04
5664;Marisa Monte;Elegante Amanhecer;220730;2021-07-04
5665;Marisa Monte;Você Não Liga;242266;2021-07-04
5666;Marisa Monte;Pra Melhorar;355752;2021-07-04
5667;Marisa Monte;Portas;162959;2021-07-04
5668;Marisa Monte;Calma;186400;2021-07-04
5669;Marisa Monte;Déjà Vu;187560;2021-07-04
5670;Marisa Monte;Quanto Tempo;154228;2021-07-04
5671;Marisa Monte;Medo do Perigo;177120;2021-07-04
5672;Marisa Monte;A Língua dos Animais;228996;2021-07-04
5673;Marisa Monte;Praia Vermelha;185093;2021-07-04
5674;Marisa Monte;Totalmente Seu;132306;2021-07-04
5675;Marisa Monte;Em Qualquer Tom;142943;2021-07-04
5676;Marisa Monte;Espaçonaves;159840;2021-07-04
5677;Marisa Monte;Fazendo Cena;191733;2021-07-04
5678;Marisa Monte;Sal;171066;2021-07-04
5679;Marisa Monte;Vagalumes;138438;2021-07-04
5680;Marisa Monte;Elegante Amanhecer;220730;2021-07-04
5681;Marisa Monte;Você Não Liga;242266;2021-07-04
5682;Marisa Monte;Pra Melhorar;256613;2021-07-04
5683;Annie Lennox;"I Put A Spell On You (Fifty Shades of Grey) - From ""Fifty Shades Of Grey"" Soundtrack";3572;2021-07-05
5684;Annie Lennox;"I Put A Spell On You (Fifty Shades of Grey) - From ""Fifty Shades Of Grey"" Soundtrack";207047;2021-07-05
5685;Nina Simone;Love Me Or Leave Me;244866;2021-07-05
5686;Amy Winehouse;Stronger Than Me;214493;2021-07-05
5687;Gal Costa;Vaca Profana;284160;2021-07-05
5688;Clara Nunes;Canto Das Três Raças;261733;2021-07-05
5689;DUDA BEAT;Bixinho;407826;2021-07-05
5690;Lua Mincoff;A Gente Cansa;292851;2021-07-05
5691;Elizeth Cardoso;Eu Bebo Sim;228253;2021-07-05
5692;Mariene De Castro;Avesso / Vai Dar Namoro - Ao Vivo;148655;2021-07-05
5693;Luedji Luna;Banho de Folhas;389253;2021-07-05
5694;Mônica Salmaso;Partido Alto;250591;2021-07-05
5695;Amy Winehouse;Tears Dry On Their Own;186440;2021-07-05
5696;Nina Simone;Feeling Good;174000;2021-07-05
5697;Elza Soares;O Tempo Não Para;256837;2021-07-05
5698;Marina De La Riva;Ta-Hí (Ta Hi) (Pra Você Gostar De Mim);264058;2021-07-05
5699;Peggy Lee;Fever;199600;2021-07-05
5700;Billie Holiday;Speak Low;269146;2021-07-05
5701;Etta James;I'd Rather Go Blind;156643;2021-07-05
5702;Mãeana;Filho Bonito (Beautiful Boy) - Ao Vivo;300421;2021-07-05
5703;Perotá Chingó;Rie Chinito;309044;2021-07-05
5704;Flaira Ferro;Coisa Mais Bonita;259413;2021-07-05
5705;Flora Matos;Pretin (Verão, Pt. 1);147448;2021-07-05
5706;Gal Costa;Tigresa;254120;2021-07-05
5707;Juçara Marçal;Velho Amarelo;265219;2021-07-05
5708;Noisettes;Never Forget You;192213;2021-07-05
5709;Alice Merton;No Roots;237053;2021-07-05
5710;Nina Simone;Baltimore;278866;2021-07-05
5711;Mayra Andrade;We Used to Call It Love;235544;2021-07-05
5712;Madeleine Peyroux;Dance Me To The End Of Love;235637;2021-07-05
5713;Aretha Franklin;I Say a Little Prayer;216736;2021-07-05
5714;Nina Simone;My Baby Just Cares for Me - 2013 Remastered Version;215746;2021-07-05
5715;Shirley Horn;Hit The Road Jack;191826;2021-07-05
5716;Esperanza Spalding;I Know You Know;225188;2021-07-05
5717;Marisa Monte;Dança da Solidão - Ao Vivo;203454;2021-07-05
5718;Mônica Salmaso;Por Toda a Minha Vida;140807;2021-07-05
5719;Clara Nunes;O Mar Serenou;179120;2021-07-05
5720;Mart'nália;Maracangalha - Ao Vivo;83480;2021-07-05
5721;Teresa Cristina;Corra e Olhe o Céu;146093;2021-07-05
5722;Clementina De Jesus;Marinheiro Só;112333;2021-07-05
5723;Alcione;Não Deixe O Samba Morrer;266845;2021-07-05
5724;Clara Nunes;Tristeza Pé No Chão;202850;2021-07-05
5725;Marisa Monte;Preciso Me Encontrar - Ao Vivo;222448;2021-07-05
5726;Mariana Aydar;Te Faço um Cafuné;227603;2021-07-05
5727;Maria Bethânia;Foguete - Ao Vivo;128779;2021-07-05
5728;Omara Portuondo;Só Vendo Que Beleza (Marambaia);146008;2021-07-05
5729;Mariana Aydar;Zé Do Caroço;392813;2021-07-05
5730;Maria Bethânia;Reconvexo - Ao Vivo;300328;2021-07-05
5731;Beth Carvalho;Dança da Solidão;169266;2021-07-05
5732;Elza Soares;Volta por Cima;216364;2021-07-05
5733;Ekena;Todxs Putxs;383732;2021-07-05
5734;Cesária Evora;Sodade;293640;2021-07-05
5735;Zaz;Les passants;148425;2021-07-05
5736;Zaz;Les passants;12251;2021-07-05
5737;Roberta Sá;Samba de um Minuto;17021;2021-07-06
5738;Marisa Monte;Diariamente;252333;2021-07-06
5739;Bïa;Mariana;144878;2021-07-06
5740;Bïa;Mariana;47363;2021-07-06
5741;Mariana Aydar;Deixa O Verão;346666;2021-07-06
5742;Marina De La Riva;Sonho Meu;201504;2021-07-06
5743;Fabiana Cozza;Tristeza Pé No Chão;264933;2021-07-06
5744;Elza Soares;Haiti;267634;2021-07-06
5745;Perotá Chingó;Alma Não Tem Cor;244113;2021-07-06
5746;Teresa Cristina;Beijo Sem - Ao Vivo;214553;2021-07-06
5747;Bia Ferreira;Não Precisa Ser Amélia - Ao Vivo;303436;2021-07-06
5748;As Baías;Uma Canção Pra Você (Jaqueta Amarela);316108;2021-07-06
5749;Madeleine Peyroux;Don't Wait Too Long;189662;2021-07-06
5750;Etta James;At Last;179677;2021-07-06
5751;Funmilayo Afrobeat Orquestra;Negração;412653;2021-07-06
5752;Alessandra Leao;Varanda;175404;2021-07-06
5753;Linn da Quebrada;Oração;239669;2021-07-06
5754;Marisa Monte;Volte para o Seu Lar;284053;2021-07-06
5755;Ana Cañas;Esconderijo;284910;2021-07-06
5756;Elza Soares;A Cigarra;272773;2021-07-06
5757;Annie Lennox;"I Put A Spell On You (Fifty Shades of Grey) - From ""Fifty Shades Of Grey"" Soundtrack";210513;2021-07-06
5758;Nina Simone;Love Me Or Leave Me;102257;2021-07-06
5759;Ana Frango Elétrico;Saudade;220451;2021-07-06
5760;Josyara;Má-Lida;54015;2021-07-06
5761;Josyara;Má-Lida;121240;2021-07-06
5762;Liniker e os Caramelows;Lava;4710;2021-07-06
5763;BaianaSystem;Água;1328;2021-07-06
5764;Seletores de Frequência;Tony Árabe;206136;2021-07-06
5765;Ava Rocha;Caminando Sobre Huesos;334782;2021-07-06
5766;Abayomy Afrobeat Orquestra;Adará;267077;2021-07-06
5767;Luedji Luna;Chororô;209906;2021-07-06
5768;Illy;Desafio;226021;2021-07-06
5769;Foli Griô Orquestra;Rainha;99391;2021-07-06
5770;DUDA BEAT;Tu e Eu;219708;2021-07-06
5771;DUDA BEAT;Meu Pisêro;199813;2021-07-06
5772;DUDA BEAT;Mais Ninguém;222333;2021-07-06
5773;DUDA BEAT;Nem um Pouquinho;255733;2021-07-06
5774;DUDA BEAT;Melô de ilusão;232560;2021-07-06
5775;DUDA BEAT;GAME;203573;2021-07-06
5776;DUDA BEAT;50 Meninas;212693;2021-07-06
5777;DUDA BEAT;Decisão de Te Amar;246346;2021-07-06
5778;DUDA BEAT;≈(♡ω♡);49227;2021-07-06
5779;DUDA BEAT;Meu Coração;221240;2021-07-06
5780;DUDA BEAT;Tocar Você;274647;2021-07-06
5781;Gipsy Kings;Volare (Nel Blu di Pinto di Blu);219662;2021-07-07
5782;Gipsy Kings;Bamboléo;204333;2021-07-07
5783;Gipsy Kings;Djobi, Djoba;205160;2021-07-07
5784;Gipsy Kings;Bem, Bem, Maria;183979;2021-07-07
5785;Gipsy Kings;Baila Me;225188;2021-07-07
5786;Gipsy Kings;Pida Me La;191333;2021-07-07
5787;Gipsy Kings;Soy;191333;2021-07-07
5788;Gipsy Kings;Sin Ella (Without Her) - Live;275706;2021-07-07
5789;Gipsy Kings;Vamos a Bailar;295160;2021-07-07
5790;Gipsy Kings;A Ti a Ti;225188;2021-07-07
5791;Gipsy Kings;La Rumba de Nicolas;236000;2021-07-07
5792;Gipsy Kings;No Vivire;247526;2021-07-07
5793;Gipsy Kings;Allegria - Live;173826;2021-07-07
5794;Gipsy Kings;La Dona (Dedicated to Brigitte Bardot) - Live;277526;2021-07-07
5795;Gipsy Kings;Oy;290483;2021-07-07
5796;Gipsy Kings;A Tu Vera;191866;2021-07-07
5797;Gipsy Kings;Solo por Ti (Amiwawa);239840;2021-07-07
5798;Gipsy Kings;Oh Éh Oh Éh;200343;2021-07-07
5799;Gipsy Kings;A Mi Manera (Comme D'Habitude);232200;2021-07-07
5800;Gipsy Kings;Gipsy Kings Hit Mix '99 - Radio Mix;233687;2021-07-07
5801;Gipsy Kings;Tu Quieres Volver;193493;2021-07-07
5802;Gipsy Kings;Un Amor;218315;2021-07-07
5803;Gipsy Kings;Escucha Me - Single Version;107952;2021-07-07
5804;Gipsy Kings;Escucha Me - Single Version;8952;2021-07-07
5805;Gipsy Kings;Un Amor;218315;2021-07-07
5806;Gipsy Kings;Escucha Me - Single Version;277506;2021-07-07
5807;Gipsy Kings;Habla Me;236327;2021-07-07
5808;Gipsy Kings;Baila Me;225188;2021-07-08
5809;Gipsy Kings;Pida Me La;191333;2021-07-08
5810;Gipsy Kings;Soy;191333;2021-07-08
5811;Gipsy Kings;Sin Ella (Without Her) - Live;275706;2021-07-08
5812;Gipsy Kings;La Rumba de Nicolas;2878;2021-07-08
5813;Gipsy Kings;A Ti a Ti;37822;2021-07-08
5814;Gipsy Kings;Vamos a Bailar;137291;2021-07-08
5815;Gipsy Kings;No Vivire;247526;2021-07-08
5816;Gipsy Kings;Allegria - Live;173826;2021-07-08
5817;Gipsy Kings;La Dona (Dedicated to Brigitte Bardot) - Live;274897;2021-07-08
5818;Gipsy Kings;Sin Ella (Without Her) - Live;19931;2021-07-08
5819;Gipsy Kings;Gipsy Kings Hit Mix '99 - Radio Mix;233687;2021-07-08
5820;Gipsy Kings;Tu Quieres Volver;193493;2021-07-08
5821;Gipsy Kings;Un Amor;218315;2021-07-08
5822;Gipsy Kings;Escucha Me - Single Version;277506;2021-07-08
5823;Gipsy Kings;Habla Me;245807;2021-07-08
5824;Gipsy Kings;No Volvere;231440;2021-07-08
5825;Gipsy Kings;Caminando por la Calle;258485;2021-07-08
5826;Gipsy Kings;Mujer;205964;2021-07-08
5827;Spice Girls - Wannabe;Spice Girls - Wannabe;166900;2021-07-08
5828;Spice Girls;Wannabe;111881;2021-07-08
5829;Spice Girls;Say You'll Be There;235962;2021-07-08
5830;Spice Girls;Spice Up Your Life;173666;2021-07-08
5831;Spice Girls;Who Do You Think You Are;240699;2021-07-08
5832;Spice Girls;Stop;204753;2021-07-08
5833;Spice Girls;2 Become 1;241024;2021-07-08
5834;Spice Girls;Viva Forever;310666;2021-07-08
5835;Spice Girls;Too Much;271933;2021-07-08
5836;Spice Girls;Mama;304960;2021-07-08
5837;Spice Girls;Saturday Night Divas;265893;2021-07-08
5838;Spice Girls;Holler;255866;2021-07-08
5839;Spice Girls;Love Thing;218573;2021-07-08
5840;Spice Girls;Goodbye;275426;2021-07-08
5841;Spice Girls;Never Give Up On The Good Times;270188;2021-07-08
5842;Spice Girls;Move Over;166533;2021-07-08
5843;Spice Girls;If U Can't Dance;228532;2021-07-08
5844;Spice Girls;Do It;243995;2021-07-08
5845;Spice Girls;Last Time Lover;251519;2021-07-08
5846;Melanie C;Never Be The Same Again;294198;2021-07-08
5847;Geri Halliwell;It's Raining Men;254631;2021-07-08
5848;Emma Bunton;What Took You So Long?;241000;2021-07-08
5849;Geri Halliwell;Scream If You Wanna Go Faster;205265;2021-07-08
5850;Emma Bunton;Take My Breath Away;215600;2021-07-08
5851;Geri Halliwell;Mi chico latino;193466;2021-07-08
5852;Mel B;I Want You Back - Radio Edit;206287;2021-07-08
5853;Mel B;Feels So Good;243578;2021-07-08
5854;Spice Girls;Something Kinda Funny;245018;2021-07-08
5855;Spice Girls;Naked;265637;2021-07-08
5856;Victoria Beckham;Midnight Fantasy;195920;2021-07-08
5857;Spice Girls;Tell Me Why;213076;2021-07-08
5858;Alcione;Sufoco;131834;2021-07-09
5859;Emílio Santiago;Manhã de Carnaval;7850;2021-07-09
5860;Emílio Santiago;Tudo Que Se Quer (All Ask I You);22065;2021-07-09
5861;Patti Smith;Because the Night;7009;2021-07-09
5862;Queen;Under Pressure - Remastered 2011;39021;2021-07-09
5863;Culture Club;Love Is Love;376134;2021-07-09
5864;The Doors;Love Her Madly;198466;2021-07-09
5865;The Doors;Been down so Long;180338;2021-07-09
5866;Seu Jorge;Rebel Rebel;165466;2021-07-09
5867;Seu Jorge;Life On Mars?;143984;2021-07-09
5868;Seu Jorge;Life On Mars?;1310;2021-07-09
5869;David Bowie;Life on Mars? - 2015 Remaster;33812;2021-07-09
5870;David Bowie;Life on Mars? - 2015 Remaster;2360;2021-07-09
5871;David Bowie;Life on Mars? - 2015 Remaster;220842;2021-07-09
5872;Seu Jorge;Life On Mars?;209066;2021-07-09
5873;Seu Jorge;Starman;6372;2021-07-09
5874;Seu Jorge;Ziggy Stardust;97075;2021-07-09
5875;Nina Simone;Feeling Good;163221;2021-07-09
5876;Nina Simone;To Love Somebody;1221;2021-07-09
5877;Nina Simone;Love Me Or Leave Me;74880;2021-07-09
5878;Nina Simone;To Love Somebody;158733;2021-07-09
5879;Nina Simone;Love Me Or Leave Me;38703;2021-07-09
5880;Elvis Presley;Burning Love;76271;2021-07-09
5881;Elvis Presley;Suspicious Minds;14115;2021-07-09
5882;Elvis Presley;It's Now or Never;194584;2021-07-09
5883;Liza Minnelli;Cabaret;8970;2021-07-09
5884;Patricia Marx;Espelhos D'água;291922;2021-07-09
5885;Elvis Presley;Sylvia;197417;2021-07-09
5886;Charo;Dance A Little Bit Closer;274181;2021-07-09
5887;INXS;By My Side;185840;2021-07-09
5888;John Lennon;(Just Like) Starting Over - Remastered 2010;236546;2021-07-09
5889;Cast;I Say A Little Prayer;147426;2021-07-09
5890;Danni Carlos;I Was Born To Love You;207309;2021-07-09
5891;Kevin Johansen;Modern Love;97434;2021-07-09
5892;Danni Carlos;I Was Born To Love You;207309;2021-07-09
5893;Kevin Johansen;Modern Love;257509;2021-07-09
5894;Pablo Milanés;Yolanda;276272;2021-07-09
5895;Lauren Wood;Fallen;221133;2021-07-09
5896;Chaka Khan;Got to Be There;230622;2021-07-09
5897;Alice Caymmi;Fracassos;317092;2021-07-09
5898;Boy George;Everything I Own;233408;2021-07-09
5899;Chet Baker;The More I See You;186457;2021-07-09
5900;Françoise Hardy;La question;182138;2021-07-09
5901;Almôndegas;Vento negro;226760;2021-07-09
5902;Stella Starlight Trio;My Sweet Lord;202572;2021-07-09
5903;Lorenza Pozza;Isn't She Lovely;149576;2021-07-09
5904;Simple Minds;Don't You Forget About Me;259581;2021-07-09
5905;The Sailors;"What a Feeling - From ""Flashdance""";240266;2021-07-09
5906;Joni Mitchell;Big Yellow Taxi;134800;2021-07-09
5907;George McCrae;Nice and Slow;211282;2021-07-09
5908;Fiorella Mannoia;Oh che sarà (Oh Que Sera) (feat. Ivano Fossati);233687;2021-07-09
5909;Liza Minnelli;Cabaret;211200;2021-07-09
5910;UB40;I Got You Babe;189093;2021-07-09
5911;Gabrielle;Out Of Reach;196986;2021-07-09
5912;Neil Young;Lotta Love - 2016 Remaster;157840;2021-07-09
5913;Light Reflections;Tell Me Once Again;260064;2021-07-09
5914;Bread;Everything I Own;187000;2021-07-09
5915;Amy Winehouse;The Girl From Ipanema;166952;2021-07-09
5916;Patricia Marx;Espelhos D'água;30088;2021-07-09
5917;Patricia Marx;Espelhos D'água;290283;2021-07-09
5918;Elvis Presley;Sylvia;197417;2021-07-09
5919;Charo;Dance A Little Bit Closer;445884;2021-07-09
5920;INXS;By My Side;185840;2021-07-09
5921;John Lennon;(Just Like) Starting Over - Remastered 2010;236546;2021-07-09
5922;Cast;I Say A Little Prayer;147426;2021-07-09
5923;Danni Carlos;I Was Born To Love You;207309;2021-07-09
5924;Kevin Johansen;Modern Love;257509;2021-07-09
5925;Pablo Milanés;Yolanda;276272;2021-07-09
5926;Lauren Wood;Fallen;221133;2021-07-09
5927;Chaka Khan;Got to Be There;230622;2021-07-09
5928;Alice Caymmi;Fracassos;317092;2021-07-09
5929;Boy George;Everything I Own;233408;2021-07-09
5930;Chet Baker;The More I See You;186457;2021-07-09
5931;Françoise Hardy;La question;182138;2021-07-09
5932;Almôndegas;Vento negro;226760;2021-07-09
5933;Stella Starlight Trio;My Sweet Lord;202572;2021-07-09
5934;Lorenza Pozza;Isn't She Lovely;124155;2021-07-09
5935;Lorenza Pozza;Isn't She Lovely;25570;2021-07-10
5936;Simple Minds;Don't You Forget About Me;259581;2021-07-10
5937;The Sailors;"What a Feeling - From ""Flashdance""";240266;2021-07-10
5938;Joni Mitchell;Big Yellow Taxi;134800;2021-07-10
5939;George McCrae;Nice and Slow;211282;2021-07-10
5940;Fiorella Mannoia;Oh che sarà (Oh Que Sera) (feat. Ivano Fossati);233687;2021-07-10
5941;Liza Minnelli;Cabaret;211200;2021-07-10
5942;UB40;I Got You Babe;189093;2021-07-10
5943;Gabrielle;Out Of Reach;196986;2021-07-10
5944;Neil Young;Lotta Love - 2016 Remaster;157840;2021-07-10
5945;Light Reflections;Tell Me Once Again;95110;2021-07-10
5946;Light Reflections;Tell Me Once Again;9402;2021-07-10
5947;Bread;Everything I Own;16800;2021-07-10
5948;Seu Jorge;Rebel Rebel;165466;2021-07-10
5949;Seu Jorge;Life On Mars?;209066;2021-07-10
5950;Seu Jorge;Starman;195792;2021-07-10
5951;Seu Jorge;Ziggy Stardust;104392;2021-07-10
5952;Seu Jorge;Rebel Rebel;165466;2021-07-10
5953;Seu Jorge;Life On Mars?;131845;2021-07-10
5954;Seu Jorge;Life On Mars?;255363;2021-07-10
5955;Seu Jorge;Starman;195792;2021-07-10
5956;Seu Jorge;Ziggy Stardust;221933;2021-07-10
5957;Seu Jorge;Lady Stardust;209160;2021-07-10
5958;Seu Jorge;Changes;218906;2021-07-10
5959;Seu Jorge;Oh! You Pretty Things;212546;2021-07-10
5960;Seu Jorge;Rock N' Roll Suicide;188593;2021-07-10
5961;Seu Jorge;Suffragette City;190451;2021-07-10
5962;Seu Jorge;Five Years;237520;2021-07-10
5963;Seu Jorge;Queen Bitch;220916;2021-07-10
5964;Seu Jorge;When I Live My Dream;173593;2021-07-10
5965;Seu Jorge;Quicksand;274600;2021-07-10
5966;Seu Jorge;Team Zissou;152185;2021-07-10
5967;Seu Jorge;Life On Mars?;209066;2021-07-10
5968;Beth Carvalho;Andança;223266;2021-07-10
5969;Os Paralamas Do Sucesso;Meu Erro;208609;2021-07-10
5970;Vanessa Da Mata;Só Você e Eu;202525;2021-07-10
5971;Mart'nália;Cabide;153666;2021-07-10
5972;Seu Jorge;Seu Olhar;110047;2021-07-10
5973;Nina Simone;Love Me Or Leave Me;244866;2021-07-10
5974;Annie Lennox;"I Put A Spell On You (Fifty Shades of Grey) - From ""Fifty Shades Of Grey"" Soundtrack";210513;2021-07-10
5975;Melody Gardot;Preacherman;270280;2021-07-10
5976;Billie Holiday;Blue Moon;207820;2021-07-10
5977;Dusty Springfield;Spooky;164166;2021-07-10
5978;Chet Baker;My Funny Valentine;141132;2021-07-10
5979;Django Reinhardt;Brazil;168717;2021-07-10
5980;Dinah Washington;Teach Me Tonight;167493;2021-07-10
5981;Miriam Makeba;Pata Pata - Stereo Version;180174;2021-07-10
5982;Pink Martini;Dream a Little Dream;233160;2021-07-10
5983;Sam Cooke;Summertime (Part 1) - Mono;143500;2021-07-10
5984;Tok Tok Tok;Walk on the wild side;278501;2021-07-10
5985;Cesária Evora;Petit pays;224491;2021-07-10
5986;Ray Charles;What'd I Say, Pt. 1 & 2;307053;2021-07-10
5987;Carmen McRae;The Sound of Silence;181488;2021-07-10
5988;Pink Martini;Sympathique;168186;2021-07-10
5989;Dinah Washington;Cry Me A River;150884;2021-07-10
5990;Cat Power;What The World Needs Now;146735;2021-07-10
5991;Sarah Vaughan;Whatever Lola Wants (Lola Gets);156643;2021-07-10
5992;Dusty Springfield;The Look Of Love;210513;2021-07-10
5993;Cesária Evora;Sodade;293640;2021-07-10
5994;Grace Jones;Libertango;264693;2021-07-10
5995;Billie Holiday;Strange Fruit;192866;2021-07-10
5996;Bobby Womack;Fly Me To The Moon (In Other Words);128360;2021-07-10
5997;Bobby Womack;Fly Me To The Moon (In Other Words);126862;2021-07-10
5998;Diana Krall;Temptation;267720;2021-07-10
5999;Nina Simone;Feeling Good;174000;2021-07-10
6000;Nouvelle Vague;Dance with Me;220405;2021-07-10
6001;Peggy Lee;Black Coffee - Single Version;186318;2021-07-10
6002;Mel Tormé;Comin' Home Baby;165360;2021-07-10
6003;Dee Dee Bridgewater;Hound Dog;218173;2021-07-10
6004;Chet Baker;I Fall In Love Too Easily;201440;2021-07-10
6005;Dinah Washington;Mad About The Boy;182556;2021-07-10
6006;Julie London;Cry Me A River;178562;2021-07-10
6007;The Velvet Underground;Sunday Morning;175893;2021-07-10
6008;Etta James;At Last;179677;2021-07-10
6009;Lianne La Havas;Paper Thin;298702;2021-07-10
6010;Louis Armstrong;La vie en rose;206826;2021-07-10
6011;Bill Withers;Grandma's Hands;121070;2021-07-10
6012;Ella Fitzgerald;Cry Me A River;256860;2021-07-10
6013;Julie London;Fly Me To The Moon (In Other Words);159104;2021-07-10
6014;Nina Simone;Mr. Bojangles;299213;2021-07-10
6015;Hindi Zahra;Imik Si Mik - Remastered;235033;2021-07-10
6016;Melody Gardot;Preacherman;270280;2021-07-10
6017;Nina Simone;Lilac Wine;253795;2021-07-10
6018;Peggy Lee;Fever;199600;2021-07-10
6019;Nat King Cole;Quizas, Quizas, Quizas (Perhaps, Perhaps, Perhaps);165600;2021-07-10
6020;Grace Jones;La vie en rose;448000;2021-07-10
6021;Louis Armstrong;Dream A Little Dream Of Me;194840;2021-07-10
6022;Nina Simone;Don't Let Me Be Misunderstood;166200;2021-07-10
6023;Chet Baker;Let's Get Lost;223702;2021-07-10
6024;Carla Bruni;Moon River;194346;2021-07-10
6025;Mayra Andrade;Les mots d'amour;227026;2021-07-10
6026;James Brown;Down And Out In New York City;283493;2021-07-10
6027;Nina Simone;I Wish I Knew How It Would Feel to Be Free;188593;2021-07-10
6028;Shirley Bassey;Light My Fire - 1994 Remaster;207333;2021-07-10
6029;Patti Smith;Smells Like Teen Spirit - Radio Edit;349733;2021-07-10
6030;Carla Bruni;Miss You;211346;2021-07-10
6031;Susannah McCorkle;The Waters Of March;237077;2021-07-10
6032;Nina Simone;Here Comes the Sun;214089;2021-07-10
6033;Françoise Hardy;Tous les garçons et les filles - Slow;187746;2021-07-10
6034;Norah Jones;Unchained Melody;172757;2021-07-10
6035;Sharon Jones & The Dap-Kings;This Land Is Your Land;271440;2021-07-10
6036;Nouvelle Vague;Ever Fallen in Love;199739;2021-07-10
6037;Nina Simone;To Love Somebody;158733;2021-07-10
6038;Édith Piaf;La vie en rose;186968;2021-07-10
6039;Etta James;Stormy Weather;187665;2021-07-10
6040;Devendra Banhart;Mi Negrita;204506;2021-07-10
6041;Carmen McRae;Take Five (with The Dave Brubeck Quartet) - Single Version;137369;2021-07-10
6042;Nina Simone;Four Women;264662;2021-07-10
6043;Billie Holiday;April In Paris;185575;2021-07-10
6044;Buena Vista Social Club;Chan Chan;256653;2021-07-10
6045;Lianne La Havas;Green & Gold;255022;2021-07-10
6046;Gipsy Kings;No Vivire;1001;2021-07-10
6047;Fugees;Cowboys - L.P. Version;285000;2021-07-10
6048;Gipsy Kings;No Vivire;247039;2021-07-10
6049;Madonna;Fever;300885;2021-07-10
6050;George Michael;Freedom! '90 - Remastered;390861;2021-07-10
6051;R.E.M.;Shiny Happy People;225786;2021-07-10
6052;Sheryl Crow;If It Makes You Happy;324840;2021-07-10
6053;Aerosmith;Crazy;316675;2021-07-10
6054;Elba Ramalho;Ai Que Saudade D'Ocê;173026;2021-07-10
6055;Simply Red;For Your Babies;257742;2021-07-10
6056;Fugees;Killing Me Softly With His Song;205963;2021-07-10
6057;Fugees;Killing Me Softly With His Song;76875;2021-07-10
6058;Maria Bethânia;Costumes;2965;2021-07-10
6059;Duran Duran;Ordinary World;1742;2021-07-10
6060;Duran Duran;Ordinary World;338458;2021-07-10
6061;Natalie Imbruglia;Torn;244646;2021-07-10
6062;Nana Caymmi;Resposta Ao Tempo;283238;2021-07-10
6063;Madonna;Take a Bow;321360;2021-07-10
6064;Britney Spears;...Baby One More Time;211066;2021-07-10
6065;New Radicals;Someday We'll Know;217466;2021-07-10
6066;Gabrielle;Out Of Reach;196986;2021-07-10
6067;No Doubt;Don't Speak;262990;2021-07-10
6068;Depeche Mode;Enjoy the Silence;255133;2021-07-10
6069;Faith No More;Easy;186960;2021-07-10
6070;Gipsy Kings;Escucha Me - Single Version;278546;2021-07-10
6071;Spice Girls;Who Do You Think You Are;139786;2021-07-10
6072;Raça Negra;Cheia de Manias;11461;2021-07-10
6073;Caetano Veloso;Não Enche;208888;2021-07-10
6074;Katinguelê;Inaraí;234360;2021-07-10
6075;Patricia Marx;Espelhos D'água;181076;2021-07-10
6076;Marisa Monte;Portas;39055;2021-07-10
6077;Marisa Monte;Portas;123904;2021-07-10
6078;Marisa Monte;Calma;186400;2021-07-10
6079;Marisa Monte;Déjà Vu;187560;2021-07-10
6080;Marisa Monte;Quanto Tempo;154274;2021-07-10
6081;Marisa Monte;Medo do Perigo;177120;2021-07-10
6082;Marisa Monte;A Língua dos Animais;228996;2021-07-10
6083;Marisa Monte;Praia Vermelha;185093;2021-07-10
6084;Marisa Monte;Totalmente Seu;132306;2021-07-10
6085;Marisa Monte;Em Qualquer Tom;142943;2021-07-10
6086;Marisa Monte;Espaçonaves;159840;2021-07-10
6087;Marisa Monte;Fazendo Cena;191733;2021-07-10
6088;Marisa Monte;Sal;144402;2021-07-10
6089;Zeca Baleiro;Forró de Ilusão;177912;2021-07-10
6090;Zeca Baleiro;Face;181301;2021-07-10
6091;Zeca Baleiro;Telegrama;266080;2021-07-10
6092;Marina Lima;Fullgás;247526;2021-07-10
6093;Geraldo Azevedo;Dia Branco;128906;2021-07-10
6094;Paulinho Moska;Pensando Em Você;186689;2021-07-10
6095;Maria Gadú;Oração Ao Tempo;208516;2021-07-10
6096;Djavan;Nem um Dia;346257;2021-07-10
6097;Titãs;Sonífera ilha;174973;2021-07-10
6098;Zeca Baleiro;Ai Que Saudade d'Ocê;171039;2021-07-10
6099;Gonzaguinha;Sangrando;233733;2021-07-10
6100;Geraldo Azevedo;Dona da Minha Cabeça - Ao Vivo;190221;2021-07-11
