;artistNameInaja;trackNameInaja;msPlayed;date
0;Wry;Man in the Mirror - Electropaulo Rmx;68943;2021-03-25
1;Vintage Culture;Várias Queixas - Radio Edit;155702;2021-03-25
2;Cypress Hill;Champion Sound;183560;2021-03-25
3;Rita Benneditto;Com o Afeto das Canções;92897;2021-03-25
4;Rodrigo Sha;Do Guarani Ao Guaraná;8340;2021-03-25
5;Cypress Hill;Champion Sound;43820;2021-03-25
6;David Bowie;Strangers When We Meet - Live at the National Exhibition Centre, Birmingham, 13th December, 1995;55450;2021-03-25
7;Alceu Valença;Sem Pensar No Amanhã;156250;2021-03-25
8;Pato Fu;Made In Japan / Capetão 66.6 FM (Ao Vivo);123949;2021-03-25
9;Erasure;Ave Maria;484708;2021-03-25
10;Erasure;Ave Maria;14150;2021-03-25
11;Bakers;Fantasy;35751;2021-03-25
12;Erasure;Solsbury Hill - 2009 Remastered Version;168340;2021-03-25
13;Queen;Under Pressure - Remastered 2011;248440;2021-03-25
14;Elton John;I'm Still Standing;183439;2021-03-25
15;U2;I Still Haven't Found What I'm Looking For;25169;2021-03-25
16;Tina Turner;What's Love Got to Do with It;226860;2021-03-25
17;a-ha;Take on Me;12001;2021-03-25
18;Phil Collins;Against All Odds (Take a Look at Me Now) - 2016 Remaster;2392;2021-03-25
19;Michael Jackson;Billie Jean;2707;2021-03-25
20;The Police;Every Breath You Take;4708;2021-03-25
21;Whitney Houston;I Wanna Dance with Somebody (Who Loves Me);291272;2021-03-25
22;Bryan Adams;Summer Of '69;72114;2021-03-25
23;Queen;Another One Bites The Dust - Remastered 2011;214646;2021-03-25
24;Pretenders;Don't Get Me Wrong - 2007 Remaster;227626;2021-03-25
25;David Bowie;Modern Love - 2018 Remaster;253530;2021-03-25
26;David Bowie;Modern Love - 2018 Remaster;34794;2021-03-25
27;The Cure;Close To Me;203266;2021-03-25
28;Tina Turner;Let's Stay Together - 2015 Remaster;108880;2021-03-25
29;Tina Turner;Let's Stay Together - 2015 Remaster;207412;2021-03-25
30;Tears For Fears;Woman In Chains;390886;2021-03-25
31;Tracy Chapman;Baby Can I Hold You;193098;2021-03-25
32;Erasure;A Little Respect - 2009 - Remaster;213986;2021-03-25
33;Queen;Crazy Little Thing Called Love - Remastered 2011;163373;2021-03-25
34;The Cure;Boys Don't Cry;154646;2021-03-25
35;Billy Idol;Eyes Without A Face - Remastered;297426;2021-03-25
36;Sade;Smooth Operator - Single Version;258671;2021-03-25
37;Depeche Mode;Strangelove;294613;2021-03-25
38;Duran Duran;Save a Prayer - 2009 Remaster;333300;2021-03-25
39;Madonna;Like a Virgin;218626;2021-03-25
40;INXS;Need You Tonight;181106;2021-03-25
41;Paul McCartney;Say Say Say - Remastered 2015;235683;2021-03-25
42;Queen;A Kind Of Magic - Remastered 2011;120035;2021-03-25
43;Erasure;Video Killed the Radio Star - 37b Mix;6260;2021-03-26
44;Erasure;Ave Maria;171928;2021-03-26
45;Erasure;Video Killed the Radio Star - 37b Mix;30451;2021-03-26
46;Erasure;Can't Help Falling In Love - Acoustic;120020;2021-03-26
47;Erasure;Breathe - 2009 Remastered Version;15910;2021-03-26
48;UB40;Red Red Wine;183800;2021-03-26
49;UB40;(I Can't Help) Falling In Love With You;118480;2021-03-26
50;UB40;C'est La Vie;271466;2021-03-26
51;UB40;Desert Sand;288293;2021-03-26
52;UB40;Promises And Lies;218666;2021-03-26
53;UB40;Bring Me Your Cup;341400;2021-03-26
54;UB40;Higher Ground;261240;2021-03-26
55;UB40;Reggae Music;246426;2021-03-26
56;UB40;(I Can't Help) Falling In Love With You;207440;2021-03-26
57;UB40;Now And Then;220533;2021-03-26
58;UB40;Things Ain't Like They Used To Be;241693;2021-03-26
59;UB40;It's A Long Long Way;269630;2021-03-26
60;UB40;Sorry;267200;2021-03-26
61;UB40;Burden Of Shame - 2010 Digital Remaster;389333;2021-03-26
62;Jimmy Cliff;You Can Get It If You Really Want;66166;2021-03-26
63;H.E.R.;Best Part (feat. Daniel Caesar);1720;2021-03-26
64;UB40;Higher Ground;34890;2021-03-26
65;i'103;Правило - Remix;43370;2021-03-26
66;Dj Batata;Geral Embrazando;142200;2021-03-26
67;MC Kekel;É Tão Bom;193043;2021-03-26
68;Turma do Pagode;Golaço (Ao Vivo);184622;2021-03-26
69;Japinha Conde;Aposta na Gente;165234;2021-03-26
70;Wesley Safadão;Eu Pulo, Eu Passo;117215;2021-03-26
71;Tays Reis;Modo Facinha;141689;2021-03-26
72;Wynnie;Periculosa;125653;2021-03-26
73;Internet Money;JETSKI (feat. Lil Mosey & Lil Tecca);165141;2021-03-26
74;Ali Gatie;Do You Believe;156318;2021-03-26
75;24kGoldn;Love Or Lust;176373;2021-03-26
76;MC Paulin da Capital;Cultura;156643;2021-03-26
77;MC Luan da BS;Sextou;120039;2021-03-26
78;Nara Leão;Outra Vez;53870;2021-03-26
79;Sandro e Cícero;Senta e Rebola;155851;2021-03-27
80;Gabi Martins;Cancela;173868;2021-03-27
81;Rafael Portugal;Te Dar a Flor;135722;2021-03-27
82;Drik Barbosa;Seu abraço;205680;2021-03-27
83;Nicki Nicole;No Toque Mi Naik;143925;2021-03-27
84;benny blanco;Unlearn (with Gracie Abrams);155361;2021-03-27
85;Tate McRae;bad ones;183133;2021-03-27
86;Julia Michaels;All Your Exes;209275;2021-03-27
87;All Time Low;Once In A Lifetime;189542;2021-03-27
88;Os Barões Da Pisadinha;Seu Bebê Tá Bebo - Ao Vivo;19380;2021-03-27
89;The Knocks;R U HIGH (feat. Mallrat);239456;2021-03-27
90;Elderbrook;Body;164767;2021-03-27
91;Chemical Surf;Madness;133790;2021-03-27
92;JØRD;Oh Yes;138095;2021-03-27
93;Groove Delight;Never;20809;2021-03-27
94;Dreicon;Tá Tendo;153223;2021-03-27
95;Urias;Foi Mal;165208;2021-03-27
96;Rosa Neon;A Gente É Demais;209204;2021-03-27
97;Zeca Pagodinho;Deixa A Vida Me Levar - Ao Vivo;194677;2021-03-27
98;LUDMILLA;Faz uma loucura por mim - Recorded At Mosh Studios, São Paulo;194291;2021-03-27
99;Alcione;Meu ébano;207866;2021-03-27
100;Péricles;Amiga da Minha Mulher / Cilada - Ao Vivo;292275;2021-03-27
101;Jorge Aragão;Não Sou Mais Disso;187749;2021-03-27
102;Diogo Nogueira;Bota Pra Tocar Tim Maia;142514;2021-03-27
103;Grupo Fundo De Quintal;Caciqueando - Ao Vivo;4778;2021-03-27
104;Suel;Sem Ele e Sem Mim;3630;2021-03-27
105;Mariana Froes;Carta Que Não Diz;152334;2021-03-27
106;MC Neguinho do Kaxeta;Lembranças;91000;2021-03-27
107;Jorge Aragão;Não Sou Mais Disso;187749;2021-03-27
108;Diogo Nogueira;Bota Pra Tocar Tim Maia;222577;2021-03-27
109;Grupo Fundo De Quintal;Caciqueando - Ao Vivo;146613;2021-03-27
110;Clara Nunes;O Mar Serenou;178613;2021-03-27
111;Grupo Fundo De Quintal;A Batucada Dos Nossos Tantãs;198960;2021-03-27
112;Elis Regina;Tiro Ao Álvaro;162360;2021-03-27
113;Martinho Da Vila;Canta Canta, Minha Gente;152266;2021-03-27
114;Beth Carvalho;Quando o povo entra na dança;171293;2021-03-27
115;Arlindo Cruz;Sambista Perfeito;226813;2021-03-27
116;Jovelina Perola Negra;Menina Você Bebeu;379196;2021-03-27
117;Alcione;Gostoso Veneno;195493;2021-03-27
118;Vou pro Sereno;Teu Segredo - Ao Vivo;182860;2021-03-27
119;Seu Jorge;Tive Razão - Ao Vivo;233346;2021-03-27
120;Jorge Aragão;Eu e Você Sempre - Ao Vivo;251850;2021-03-27
121;Xande De Pilares;Meu Pitel;256783;2021-03-27
122;Mart'nália;Cabide;153666;2021-03-27
123;Jorge Aragão;Feitio de paixão - Ao vivo;289000;2021-03-27
124;Cartola;Festa Da Vinda;119560;2021-03-27
125;Jamelão;Exaltação à mangueira;189080;2021-03-27
126;Paulinho Da Viola;Foi Um Rio Que Passou Em Minha Vida;155466;2021-03-27
127;Beth Carvalho;Olho por Olho;190106;2021-03-27
128;Adoniran Barbosa;Saudosa Maloca;140706;2021-03-27
129;Chico Buarque;Feijoada Completa;171253;2021-03-27
130;João Nogueira;Boteco do Arlindo;168560;2021-03-27
131;Arlindo Cruz & Sombrinha;Pintou uma Lua Lá;264466;2021-03-27
132;Teresa Cristina;Coração Imprudente;156280;2021-03-27
133;Paulinho Da Viola;Timoneiro;205200;2021-03-27
134;Beth Carvalho;Traço De União;211626;2021-03-27
135;Zeca Pagodinho;Dependente Do Amor;224376;2021-03-27
136;Seu Jorge;Tive Razão - Live;551933;2021-03-27
137;Thiaguinho;Prudente - Ao Vivo;169201;2021-03-27
138;Criolo;Lá Vem Você;80916;2021-03-27
139;Criolo;Lá Vem Você;52026;2021-03-27
140;Marcelo D2;Partideiro Sem Nó Na Garganta;29627;2021-03-27
141;Criolo;Bogotá;280400;2021-03-27
142;Criolo;Subirusdoistiozin;213573;2021-03-27
143;Criolo;Não Existe Amor em SP;280613;2021-03-27
144;Criolo;Bogotá;1030;2021-03-27
145;Criolo;Mariô;67202;2021-03-27
146;Criolo;Bogotá;5964;2021-03-27
147;AntiCast;AntiCast 383 – Tecnopolíticas da Vigilância;162360;2021-03-27
148;AntiCast;AntiCast 383 – Tecnopolíticas da Vigilância;2609013;2021-03-28
149;Criolo;Bogotá;274605;2021-03-28
150;Criolo;Subirusdoistiozin;213573;2021-03-28
151;Criolo;Não Existe Amor em SP;280613;2021-03-28
152;Criolo;Mariô;217386;2021-03-28
153;Criolo;Freguês da Meia Noite;111646;2021-03-28
154;Alcione;Você me vira a cabeça (me tira do sério);2246;2021-03-28
155;Alcione;Trocando em miúdos - Ao vivo;359933;2021-03-28
156;Alcione;Mais um barco - Ao vivo;219913;2021-03-28
157;Alcione;Sufoco;57848;2021-03-28
158;Alcione;Sufoco;10587;2021-03-28
159;Alcione;Sufoco;176315;2021-03-28
160;The Beatles;Here Comes The Sun - Remastered 2009;185733;2021-03-28
161;The Beatles;Here Comes The Sun - Remastered 2009;3251;2021-03-28
162;The Beatles;Come Together - Remastered 2009;259925;2021-03-28
163;The Beatles;Let It Be - Remastered 2009;243021;2021-03-28
164;The Beatles;Hey Jude - Remastered 2015;0;2021-03-28
165;The Beatles;Yesterday - Remastered 2009;122280;2021-03-28
166;The Beatles;Hey Jude - Remastered 2009;431333;2021-03-28
167;The Beatles;I Want To Hold Your Hand - Remastered 2009;146705;2021-03-28
168;The Beatles;Ob-La-Di, Ob-La-Da - Remastered 2009;188960;2021-03-28
169;The Beatles;Help! - Remastered 2009;139553;2021-03-28
170;The Beatles;In My Life - Remastered 2009;146333;2021-03-28
171;The Beatles;Eleanor Rigby - Remastered 2009;126533;2021-03-28
172;The Beatles;Something - Remastered 2009;103553;2021-03-28
173;Alcione;Pot-Pourri: Qualquer dia desses / Meu vício é você - Ao vivo;21268;2021-03-28
174;Alcione;Beyond the Sea - Ao vivo;275529;2021-03-28
175;Alcione;Beyond the Sea - Ao vivo;275482;2021-03-28
176;Alcione;Pot-Pourri: Qualquer dia desses / Meu vício é você - Ao vivo;7691;2021-03-28
177;Rita Lee;Amor e Sexo;218666;2021-03-29
178;Cássia Eller;O Segundo Sol;253145;2021-03-29
179;Pitty;Equalize;232240;2021-03-29
180;Cássia Eller;Relicário - Ao Vivo;246492;2021-03-29
181;Rita Lee;Lança Perfume;127840;2021-03-29
182;Cássia Eller;Por Enquanto - Ao Vivo;143825;2021-03-29
183;Rita Lee;Reza;146133;2021-03-29
184;BÁRBARA SILVA;Não Esconda;166581;2021-03-29
185;Kid Abelha;Na Rua, Na Chuva, Na Fazenda (Casinha De Sapê) - Ao Vivo;197693;2021-03-29
186;Kid Abelha;Como Eu Quero - Ao Vivo;183746;2021-03-29
187;ANAVITÓRIA;Amarelo, azul e branco;201411;2021-03-29
188;Cássia Eller;Luz Dos Olhos - Ao Vivo;251426;2021-03-29
189;Cássia Eller;Palavras Ao Vento;213572;2021-03-29
190;Pitty;Me Adora;271210;2021-03-29
191;Rita Lee;Mania De Você;295106;2021-03-29
192;Cássia Eller;As Coisas Tão Mais Lindas;176190;2021-03-29
193;Pitty;Me Adora;2939;2021-03-29
194;Pitty;Me Adora;271210;2021-03-29
195;Rita Lee;Mania De Você;295106;2021-03-29
196;Cássia Eller;As Coisas Tão Mais Lindas;219151;2021-03-29
197;Pitty;Na Sua Estante;222030;2021-03-29
198;Cássia Eller;Gatas Extraordinárias;215482;2021-03-29
199;Pitty;Máscara;288671;2021-03-29
200;Cássia Eller;Malandragem;250358;2021-03-29
201;Pato Fu;Sobre o Tempo;207533;2021-03-29
202;Pitty;Serpente;353316;2021-03-29
203;Kid Abelha;Pintura íntima - Compacto;267959;2021-03-29
204;Pitty;Admirável Chip Novo;191519;2021-03-29
205;Fióti;Quando for falar de amor;213207;2021-03-29
206;Tuyo;Vidaloca;284816;2021-03-29
207;Fresno;Cada Acidente;245900;2021-03-29
208;Tuyo;Solamento;234509;2021-03-29
209;Pitty;Teto de Vidro;212720;2021-03-29
210;Pato Fu;Canção Pra Você Viver Mais;323825;2021-03-29
211;Pato Fu;Ando Meio Desligado;208973;2021-03-29
212;Ana Cañas;Pra Você Guardei o Amor (feat. Nando Reis);284933;2021-03-29
213;Kid Abelha;Nada Sei (Apnéia) - Ao Vivo;191451;2021-03-29
214;Ana Cañas;Esconderijo;284910;2021-03-29
215;Dona Ivone Lara;Sonho Meu;228706;2021-03-29
216;Pato Fu;My Girl;169923;2021-03-29
217;Zélia Duncan;Catedral;170800;2021-03-29
218;Pato Fu;Love Me Tender;197090;2021-03-29
219;Rita Lee;Pagu;234662;2021-03-29
220;Ana Cañas;Eu Amo Você;269706;2021-03-29
221;Zélia Duncan;Tudo Sobre Você;213625;2021-03-29
222;Danni Carlos;I Was Born To Love You;207309;2021-03-29
223;Ana Cañas;Respeita;168624;2021-03-29
224;YONAKA;Rockstar;223052;2021-03-29
225;Yeah Yeah Yeahs;Heads Will Roll - A-Trak Remix Radio Edit;203919;2021-03-29
226;Veruca Salt;Seether;196466;2021-03-29
227;The Ting Tings;Shut Up and Let Me Go;171225;2021-03-29
228;Zélia Duncan;Alma - Live;264266;2021-03-29
229;Danni Carlos;Kiss Me;197556;2021-03-29
230;Kid Abelha;Lágrimas E Chuva - Ao Vivo;254813;2021-03-29
231;Rita Lee;Ovelha Negra;306920;2021-03-29
232;Janis Joplin;Mercedes Benz;107866;2021-03-29
233;Cássia Eller;All Star;199173;2021-03-29
234;Moraes Moreira;Lindo Balão Azul;198114;2021-03-29
235;Janis Joplin;Maybe;219133;2021-03-29
236;Baby Do Brasil;Menino do Rio;263687;2021-03-29
237;Rita Lee;Desculpe O Aue - Ao Vivo;184866;2021-03-29
238;Paula Toller;Céu Azul;204221;2021-03-29
239;Danni Carlos;Coisas Que Eu Sei;232093;2021-03-29
240;Tina Turner;What's Love Got to Do with It - 2015 Remaster;230240;2021-03-29
241;Carne Doce;Amor Distrai (Durin);219132;2021-03-29
242;Carne Doce;Eu Te Odeio;229925;2021-03-29
243;Baby Do Brasil;A Menina Dança;413866;2021-03-29
244;Maria Rita;Pagu;232880;2021-03-29
245;Janis Joplin;Me and Bobby McGee;271303;2021-03-29
246;Penelope;Holiday;164584;2021-03-29
247;Elis Regina;Como Nossos Pais;261597;2021-03-29
248;'Til Tuesday;Voices Carry;263573;2021-03-29
249;Tina Turner;The Best - Edit;253563;2021-03-29
250;Amy Lee;Sally's Song;182533;2021-03-29
251;Paula Toller;Nada por Mim - Ao Vivo;210233;2021-03-29
252;Big Brother & The Holding Company;Piece of My Heart;253331;2021-03-29
253;Tigress;Power Lines;184023;2021-03-29
254;Penelope;Namorinho de Portão;134770;2021-03-29
255;Janis Joplin;Cry Baby;238600;2021-03-29
256;Big Brother & The Holding Company;Summertime;238005;2021-03-29
257;Janis Joplin;Kozmic Blues;261876;2021-03-29
258;St. Vincent;Los Ageless;281334;2021-03-29
259;Lindsey Stirling;Love Goes On And On (feat. Amy Lee);246504;2021-03-29
260;Rita Lee;Agora Só Falta Você;204754;2021-03-29
261;Amy Lee;Lockdown (feat. Dave Eggar);298610;2021-03-29
262;Cássia Eller;Lanterna Dos Afogados;205637;2021-03-29
263;Maria Rita;Encontros e despedidas;242324;2021-03-29
264;Penelope;A Fórmula do Amor;241333;2021-03-29
265;Elis Regina;Águas De Março;214366;2021-03-29
266;Tina Turner;Proud Mary;327400;2021-03-29
267;Stevie Nicks;Edge of Seventeen - 2016 Remaster;101548;2021-03-29
268;Stevie Nicks;Edge of Seventeen - 2016 Remaster;2851;2021-03-29
269;Sharon Van Etten;Comeback Kid;182324;2021-03-29
270;BÁRBARA SILVA;Sempre e Nunca;209472;2021-03-29
271;Elza Soares;Façamos (Vamos Amar);353346;2021-03-29
272;Tim Maia;I Don't Know What To Do With Myself;221287;2021-03-29
273;Ednardo;Enquanto Engoma A Calça;213114;2021-03-29
274;Malika Ayane;Cosa Hai Messo Nel Caffè?;25475;2021-03-29
275;Filipe Catto;20 E Poucos Anos - Live;64946;2021-03-29
276;Criolo;Mariô;28432;2021-03-30
277;Francisco, el Hombre;CHÃO TETO PAREDE :: pegando fogo;222946;2021-03-30
278;Secos & Molhados;Vôo;155993;2021-03-30
279;Os Mutantes;Ave Gengis Khan;231179;2021-03-30
280;Maurício Pereira;Trovoa;324560;2021-03-30
281;Gilberto Gil;Lick Samba;194166;2021-03-30
282;Francisco, el Hombre;Soltasbruxa;101920;2021-03-30
283;Maria Bethânia;Onde Estará O Meu Amor;211581;2021-03-30
284;Secos & Molhados;Rosa de Hiroshima;88044;2021-03-30
285;Secos & Molhados;Rosa de Hiroshima;142748;2021-03-30
286;Os Mutantes;O Relógio;211720;2021-03-30
287;Caetano Veloso;Eclipse Oculto - Remixed Original Album;225373;2021-03-30
288;Gilberto Gil;Andar com fé;180088;2021-03-30
289;The Beatles;Come Together - Remastered 2009;259946;2021-03-31
290;The Beatles;Let It Be - Remastered 2009;243026;2021-03-31
291;The Beatles;Yesterday - Remastered 2009;125666;2021-03-31
292;The Beatles;Hey Jude - Remastered 2015;425653;2021-03-31
293;The Beatles;Twist And Shout - Remastered 2009;155226;2021-03-31
294;The Beatles;Blackbird - Remastered 2009;138386;2021-03-31
295;The Beatles;In My Life - Remastered 2009;146333;2021-03-31
296;The Beatles;I Want To Hold Your Hand - Remastered 2015;145746;2021-03-31
297;The Beatles;Help! - Remastered 2009;139560;2021-03-31
298;The Beatles;Come Together - 2019 Mix;260200;2021-03-31
299;The Beatles;Something - 2019 Mix;182226;2021-03-31
300;The Beatles;Maxwell's Silver Hammer - 2019 Mix;207973;2021-03-31
301;The Beatles;Oh! Darling - 2019 Mix;207146;2021-03-31
302;The Beatles;Octopus's Garden - 2019 Mix;170800;2021-03-31
303;The Beatles;I Want You (She's So Heavy) - 2019 Mix;467360;2021-03-31
304;The Beatles;Here Comes The Sun - 2019 Mix;185706;2021-03-31
305;The Beatles;Because - 2019 Mix;165613;2021-03-31
306;The Beatles;You Never Give Me Your Money - 2019 Mix;242666;2021-03-31
307;The Beatles;Sun King - 2019 Mix;146333;2021-03-31
308;The Beatles;Mean Mr Mustard - 2019 Mix;66466;2021-03-31
309;The Beatles;Polythene Pam - 2019 Mix;72800;2021-03-31
310;The Beatles;She Came In Through The Bathroom Window - 2019 Mix;118813;2021-03-31
311;The Beatles;Golden Slumbers - 2019 Mix;91440;2021-03-31
312;The Beatles;Carry That Weight - 2019 Mix;96440;2021-03-31
313;The Beatles;The End - 2019 Mix;141906;2021-03-31
314;The Beatles;Her Majesty - 2019 Mix;25120;2021-03-31
315;The Beatles;I Want You (She's So Heavy) - Trident Recording Session & Reduction Mix;419600;2021-03-31
316;The Beatles;Goodbye - Home Demo;143706;2021-03-31
317;The Beatles;Something - Studio Demo;217226;2021-03-31
318;The Beatles;The Ballad Of John And Yoko - Take 7;217653;2021-03-31
319;The Beatles;Old Brown Shoe - Take 2;195826;2021-03-31
320;The Beatles;Oh! Darling - Take 4;210720;2021-03-31
321;The Beatles;Octopus's Garden - Take 9;103000;2021-03-31
322;The Beatles;You Never Give Me Your Money - Take 36;317880;2021-03-31
323;The Beatles;Her Majesty - Takes 1-3;93946;2021-03-31
324;The Beatles;Golden Slumbers / Carry That Weight - Takes 1-3 / Medley;200506;2021-03-31
325;The Beatles;Here Comes The Sun - Take 9;220973;2021-03-31
326;The Beatles;Maxwell's Silver Hammer - Take 12;284440;2021-03-31
327;The Beatles;Come Together - Take 5;210146;2021-03-31
328;The Beatles;The End - Take 3;131080;2021-03-31
329;The Beatles;Come And Get It - Studio Demo;162760;2021-03-31
330;The Beatles;Sun King - Take 20;194026;2021-03-31
331;The Beatles;Mean Mr. Mustard - Take 20;94293;2021-03-31
332;The Beatles;Polythene Pam - Take 27;99160;2021-03-31
333;The Beatles;She Came In Through The Bathroom Window - Take 27;126080;2021-03-31
334;The Beatles;Because - Take 1 / Instrumental;187520;2021-03-31
335;The Beatles;The Long One - Comprising of ‘You Never Give Me Your Money’, ’Sun King’/’Mean Mr Mustard’, ‘Her Majesty’, ‘Polythene Pam’/’She Came In Through The Bathroom Window’, ’Golden Slumbers’/ ’Carry That Weight’, ’The End’;970466;2021-03-31
336;The Beatles;Something - Take 39 / Instrumental / Strings Only;161720;2021-03-31
337;The Beatles;Golden Slumbers / Carry That Weight - Take 17 / Instrumental / Strings & Brass Only;197266;2021-03-31
338;The Beatles;Back In The U.S.S.R. - 2018 Mix;163466;2021-03-31
339;The Beatles;Dear Prudence - 2018 Mix;50880;2021-03-31
340;Elis Regina;Águas De Março;214366;2021-03-31
341;Elis Regina;Pois É;104746;2021-03-31
342;Elis Regina;Só Tinha De Ser Com Você;233544;2021-03-31
343;Elis Regina;Modinha;138421;2021-03-31
344;Elis Regina;Triste;162866;2021-03-31
345;Elis Regina;Corcovado;237211;2021-03-31
346;Elis Regina;O Que Tinha De Ser;103552;2021-03-31
347;Elis Regina;Retrato Em Branco E Preto;186465;2021-03-31
348;Elis Regina;Brigas Nunca Mais;102733;2021-03-31
349;Elis Regina;Por Toda A Minha Vida;125788;2021-03-31
350;Elis Regina;Fotografia;169349;2021-03-31
351;Elis Regina;Soneto De Separação;142831;2021-03-31
352;Elis Regina;Chovendo Na Roseira;194109;2021-03-31
353;Elis Regina;Inútil Paisagem;186059;2021-03-31
354;Clara Nunes;Feira De Mangaio;198133;2021-03-31
355;Elis Regina;Como Nossos Pais;261600;2021-03-31
356;Secos & Molhados;Sangue latino;128000;2021-03-31
357;Mart'nália;Cabide;153666;2021-03-31
358;Antônio Carlos Jobim;The Girl From Ipanema;200360;2021-03-31
359;Jorge Ben Jor;Os Alquimistas Estão Chegando Os Alquimistas;195266;2021-03-31
360;Maria Bethânia;As Canções Que Você Fez Pra Mim;224773;2021-03-31
361;Novos Baianos;A Menina Dança;232200;2021-03-31
362;Elis Regina;Tiro Ao Álvaro;162360;2021-03-31
363;Alvaro Soler;El Mismo Sol;1888;2021-04-01
364;Joey Montana;Picky;6910;2021-04-01
365;Bongo Botrako;Todos los días sale el sol;6918;2021-04-01
366;Ana Guerra;Ni La Hora;3515;2021-04-01
367;Joey Montana;Picky;0;2021-04-01
368;Enrique Iglesias;Bailando - Spanish Version;3812;2021-04-01
369;Enrique Iglesias;Bailando - Spanish Version;75385;2021-04-01
370;Luis Fonsi;Despacito (Featuring Daddy Yankee);228200;2021-04-01
371;Enrique Iglesias;Bailando - Spanish Version;77917;2021-04-01
372;Luis Fonsi;Despacito (Featuring Daddy Yankee);228160;2021-04-01
373;Enrique Iglesias;Bailando - Spanish Version;242417;2021-04-01
374;Marc Anthony;Vivir Mi Vida;57927;2021-04-01
375;Enrique Iglesias;SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox);10266;2021-04-01
376;Enrique Iglesias;DUELE EL CORAZON (feat. Wisin);200807;2021-04-01
377;Ricky Martin;Vente Pa' Ca (feat. Maluma);259182;2021-04-01
378;Maluma;Felices los 4;278870;2021-04-01
379;Tom Zé;Tô;82300;2021-04-01
380;Maluma;Felices los 4;134322;2021-04-01
381;Carlos Vives;La Bicicleta;227706;2021-04-01
382;Enrique Iglesias;Bailamos;214066;2021-04-01
383;Ricky Martin;La Mordidita (feat. Yotuel);211680;2021-04-01
384;Elvis Crespo;Suavemente;267000;2021-04-01
385;Marc Anthony;Dímelo;227760;2021-04-01
386;Marc Anthony;Valió la Pena - Salsa Version;289293;2021-04-01
387;Shakira;Chantaje (feat. Maluma);195840;2021-04-01
388;CNCO;Tan Fácil (feat. Wisin) - Urban Remix;225813;2021-04-01
389;CNCO;Reggaetón Lento (Bailemos);222560;2021-04-01
390;Enrique Iglesias;Escapar;17317;2021-04-01
391;Doja Cat;Streets;226986;2021-04-01
392;Giveon;Heartbreak Anniversary;198370;2021-04-01
393;Black Eyed Peas;GIRL LIKE ME;222522;2021-04-01
394;SZA;Good Days;279204;2021-04-01
395;Miley Cyrus;Angels Like You;196453;2021-04-01
396;Boza;Hecha Pa' Mi;186133;2021-04-01
397;Camilo;Ropa Cara;163320;2021-04-01
398;Ritt Momney;Put Your Records On;210463;2021-04-01
399;ElyOtto;SugarCrash!;80080;2021-04-01
400;The Kid LAROI;WITHOUT YOU;161384;2021-04-01
401;Lil Tjay;Calling My Phone;205458;2021-04-01
402;Destiny Rogers;Tomboy;203445;2021-04-01
403;Riton;Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit;169153;2021-04-01
404;HVME;Goosebumps;163208;2021-04-01
405;Lil Nas X;MONTERO (Call Me By Your Name);137875;2021-04-01
406;Rochy RD;Ella No Es Tuya - Remix;218106;2021-04-01
407;Labrinth;Still Don't Know My Name;153294;2021-04-01
408;CNCO;Reggaetón Lento (Bailemos);42458;2021-04-01
409;Enrique Iglesias;Escapar;207800;2021-04-01
410;Reik;Qué Vida la Mía;171318;2021-04-01
411;Daddy Yankee;Limbo;17027;2021-04-01
412;Os Barões Da Pisadinha;Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo;147866;2021-04-01
413;Os Barões Da Pisadinha;Esquema Preferido - Ao Vivo;201968;2021-04-01
414;Os Barões Da Pisadinha;Basta Você Me Ligar - Ao Vivo;149827;2021-04-01
415;Os Barões Da Pisadinha;Basta Você Me Ligar - Ao Vivo;182974;2021-04-01
416;Os Barões Da Pisadinha;Recairei - Ao Vivo;166837;2021-04-01
417;Os Barões Da Pisadinha;Basta Você Me Ligar - Ao Vivo;182974;2021-04-01
418;Os Barões Da Pisadinha;Meia Noite (Ce Tem Meu Whatsapp) - Ao Vivo;189104;2021-04-01
419;Os Barões Da Pisadinha;Tá Rocheda;203075;2021-04-01
420;Os Barões Da Pisadinha;Renatinha (Ao Vivo);136859;2021-04-01
421;Os Barões Da Pisadinha;Seu Bebê Tá Bebo - Ao Vivo;144522;2021-04-01
422;Os Barões Da Pisadinha;Casa de Praia - Ao Vivo;146565;2021-04-01
423;Os Barões Da Pisadinha;Nunca Vai Ser Eu - Ao Vivo;146562;2021-04-01
424;Os Barões Da Pisadinha;A Roça ou a Cidade (Da Roça Pra Cidade) - Ao Vivo;180606;2021-04-01
425;Os Barões Da Pisadinha;Mamãe Que é Mamãe - Ao Vivo;161937;2021-04-01
426;Os Barões Da Pisadinha;Se Namorar Fosse Bom - Ao Vivo;156063;2021-04-01
427;Os Barões Da Pisadinha;Agora Eu Pego Mesmo;103511;2021-04-01
428;Marvin Gaye;Ain't No Mountain High Enough;151666;2021-04-01
429;Sam Cooke;(What A) Wonderful World;125435;2021-04-01
430;The Temptations;My Girl;165000;2021-04-01
431;Aretha Franklin;I Say a Little Prayer;216773;2021-04-01
432;Stevie Wonder;You Are The Sunshine Of My Life;178191;2021-04-01
433;Billy Paul;Your Song;390932;2021-04-01
